Hospital Name,City,State,ZIP,Address,Service Name,Service Code,Department,Price (USD),Insurance Accepted,Average Wait Time (min),Hospital Rating
Hospital 68,City 8,State 8,44390,"602 Main St, City 8, State 8",CT Scan,71260,Radiology,18875,Medicare,17,4.4
Hospital 68,City 8,State 8,62688,"950 Main St, City 8, State 8",Physical Exam,99386,General,4812,Private,27,4.2
Hospital 68,City 8,State 8,67007,"290 Main St, City 8, State 8",Knee Replacement,27447,Orthopedics,13309,Uninsured,15,4.2
Hospital 68,City 8,State 8,38462,"837 Main St, City 8, State 8",Cardiac Stress Test,93015,Cardiology,8295,Medicare,22,4.1
Hospital 68,City 8,State 8,57826,"585 Main St, City 8, State 8",Colonoscopy,45378,Gastroenterology,16468,Private,25,2.6
Hospital 68,City 8,State 8,56208,"230 Main St, City 8, State 8",Ultrasound,76801,Radiology,19973,Medicare,32,3.2
Hospital 69,City 9,State 9,75347,"240 Main St, City 9, State 9",MRI,70551,Radiology,12051,Private,20,2.7
Hospital 69,City 9,State 9,48957,"651 Main St, City 9, State 9",X-Ray,71020,Radiology,3232,Uninsured,51,3.3
Hospital 69,City 9,State 9,89243,"906 Main St, City 9, State 9",Blood Test,85025,Laboratory,14697,Medicare,28,3.3
Hospital 69,City 9,State 9,88434,"967 Main St, City 9, State 9",Appendectomy,44950,Surgery,18190,Uninsured,24,3
Hospital 69,City 9,State 9,74905,"393 Main St, City 9, State 9",CT Scan,71260,Radiology,1495,Medicare,52,4.3
Hospital 69,City 9,State 9,31606,"508 Main St, City 9, State 9",Physical Exam,99386,General,2787,Private,59,4.4
Hospital 69,City 9,State 9,21703,"349 Main St, City 9, State 9",Knee Replacement,27447,Orthopedics,8004,Uninsured,56,3.6
Hospital 69,City 9,State 9,83435,"306 Main St, City 9, State 9",Cardiac Stress Test,93015,Cardiology,11417,Private,51,3.5
Hospital 69,City 9,State 9,13030,"532 Main St, City 9, State 9",Colonoscopy,45378,Gastroenterology,19800,Medicare,30,3.1
Hospital 69,City 9,State 9,43676,"393 Main St, City 9, State 9",Ultrasound,76801,Radiology,9861,Medicare,28,3.2
Hospital 70,City 10,State 10,25828,"242 Main St, City 10, State 10",MRI,70551,Radiology,3922,Uninsured,20,3.4
Hospital 70,City 10,State 10,57023,"668 Main St, City 10, State 10",X-Ray,71020,Radiology,9044,Uninsured,41,4.3
Hospital 70,City 10,State 10,69721,"331 Main St, City 10, State 10",Blood Test,85025,Laboratory,11691,Private,26,3.5
Hospital 70,City 10,State 10,67968,"885 Main St, City 10, State 10",Appendectomy,44950,Surgery,9254,Private,56,3.5
Hospital 70,City 10,State 10,88486,"178 Main St, City 10, State 10",CT Scan,71260,Radiology,19618,Uninsured,38,4.4
Hospital 70,City 10,State 10,62359,"998 Main St, City 10, State 10",Physical Exam,99386,General,1142,Private,39,2.8
Hospital 70,City 10,State 10,98857,"735 Main St, City 10, State 10",Knee Replacement,27447,Orthopedics,10945,Uninsured,25,2.8
Hospital 70,City 10,State 10,22531,"815 Main St, City 10, State 10",Cardiac Stress Test,93015,Cardiology,15023,Private,17,2.9
Hospital 70,City 10,State 10,50960,"814 Main St, City 10, State 10",Colonoscopy,45378,Gastroenterology,18334,Private,15,4.1
Hospital 70,City 10,State 10,52851,"314 Main St, City 10, State 10",Ultrasound,76801,Radiology,11509,Private,45,3.5
Hospital 71,City 11,State 1,29121,"205 Main St, City 11, State 1",MRI,70551,Radiology,17340,Medicare,58,5
Hospital 71,City 11,State 1,75196,"634 Main St, City 11, State 1",X-Ray,71020,Radiology,10581,Medicare,28,2.9
Hospital 71,City 11,State 1,31314,"587 Main St, City 11, State 1",Blood Test,85025,Laboratory,7077,Private,10,2.8
Hospital 71,City 11,State 1,20923,"232 Main St, City 11, State 1",Appendectomy,44950,Surgery,8316,Medicare,16,4
Hospital 71,City 11,State 1,64164,"642 Main St, City 11, State 1",CT Scan,71260,Radiology,9742,Uninsured,24,2.7
Hospital 71,City 11,State 1,24674,"808 Main St, City 11, State 1",Physical Exam,99386,General,2979,Uninsured,46,4.1
Hospital 71,City 11,State 1,17541,"498 Main St, City 11, State 1",Knee Replacement,27447,Orthopedics,16109,Uninsured,28,3.6
Hospital 71,City 11,State 1,30877,"942 Main St, City 11, State 1",Cardiac Stress Test,93015,Cardiology,8442,Uninsured,28,4.7
Hospital 71,City 11,State 1,39223,"479 Main St, City 11, State 1",Colonoscopy,45378,Gastroenterology,15401,Medicare,29,3.2
Hospital 71,City 11,State 1,25473,"191 Main St, City 11, State 1",Ultrasound,76801,Radiology,14626,Uninsured,56,2.9
Hospital 72,City 12,State 2,27678,"573 Main St, City 12, State 2",MRI,70551,Radiology,8567,Uninsured,28,3.3
Hospital 72,City 12,State 2,46879,"218 Main St, City 12, State 2",X-Ray,71020,Radiology,3597,Medicare,12,3.8
Hospital 72,City 12,State 2,61779,"175 Main St, City 12, State 2",Blood Test,85025,Laboratory,5099,Private,22,4.3
Hospital 72,City 12,State 2,49042,"529 Main St, City 12, State 2",Appendectomy,44950,Surgery,9561,Medicare,46,3.4
Hospital 72,City 12,State 2,49451,"165 Main St, City 12, State 2",CT Scan,71260,Radiology,7801,Medicare,57,4.4
Hospital 72,City 12,State 2,48984,"421 Main St, City 12, State 2",Physical Exam,99386,General,11343,Medicare,24,2.9
Hospital 72,City 12,State 2,83716,"906 Main St, City 12, State 2",Knee Replacement,27447,Orthopedics,5660,Medicare,24,3.9
Hospital 72,City 12,State 2,38193,"944 Main St, City 12, State 2",Cardiac Stress Test,93015,Cardiology,14090,Medicare,42,2.6
Hospital 72,City 12,State 2,83818,"278 Main St, City 12, State 2",Colonoscopy,45378,Gastroenterology,14774,Uninsured,19,3.9
Hospital 72,City 12,State 2,79515,"242 Main St, City 12, State 2",Ultrasound,76801,Radiology,1949,Uninsured,58,3.9
Hospital 73,City 13,State 3,56846,"979 Main St, City 13, State 3",MRI,70551,Radiology,11226,Uninsured,27,3.8
Hospital 73,City 13,State 3,40233,"606 Main St, City 13, State 3",X-Ray,71020,Radiology,6365,Uninsured,17,4.7
Hospital 73,City 13,State 3,38101,"414 Main St, City 13, State 3",Blood Test,85025,Laboratory,13163,Medicare,34,3.5
Hospital 73,City 13,State 3,57487,"545 Main St, City 13, State 3",Appendectomy,44950,Surgery,7992,Uninsured,33,4.1
Hospital 73,City 13,State 3,18137,"107 Main St, City 13, State 3",CT Scan,71260,Radiology,3287,Uninsured,18,3.3
Hospital 73,City 13,State 3,69450,"331 Main St, City 13, State 3",Physical Exam,99386,General,13037,Private,55,2.8
Hospital 73,City 13,State 3,86416,"827 Main St, City 13, State 3",Knee Replacement,27447,Orthopedics,5756,Medicare,7,4.5
Hospital 73,City 13,State 3,93666,"158 Main St, City 13, State 3",Cardiac Stress Test,93015,Cardiology,532,Private,55,4.3
Hospital 73,City 13,State 3,16302,"599 Main St, City 13, State 3",Colonoscopy,45378,Gastroenterology,14726,Medicare,56,4.2
Hospital 73,City 13,State 3,65083,"613 Main St, City 13, State 3",Ultrasound,76801,Radiology,15747,Medicare,27,4
Hospital 74,City 14,State 4,24419,"772 Main St, City 14, State 4",MRI,70551,Radiology,11228,Uninsured,50,4
Hospital 74,City 14,State 4,75894,"770 Main St, City 14, State 4",X-Ray,71020,Radiology,2468,Medicare,28,4.4
Hospital 74,City 14,State 4,71371,"801 Main St, City 14, State 4",Blood Test,85025,Laboratory,12220,Medicare,56,2.9
Hospital 74,City 14,State 4,23974,"187 Main St, City 14, State 4",Appendectomy,44950,Surgery,8406,Private,5,3.7
Hospital 74,City 14,State 4,25777,"139 Main St, City 14, State 4",CT Scan,71260,Radiology,9438,Uninsured,28,4.8
Hospital 74,City 14,State 4,96379,"601 Main St, City 14, State 4",Physical Exam,99386,General,1248,Medicare,5,4.4
Hospital 74,City 14,State 4,67065,"706 Main St, City 14, State 4",Knee Replacement,27447,Orthopedics,14919,Private,55,3.3
Hospital 74,City 14,State 4,34393,"352 Main St, City 14, State 4",Cardiac Stress Test,93015,Cardiology,14542,Medicare,36,3.3
Hospital 74,City 14,State 4,70852,"398 Main St, City 14, State 4",Colonoscopy,45378,Gastroenterology,13761,Uninsured,59,3.5
Hospital 74,City 14,State 4,39827,"248 Main St, City 14, State 4",Ultrasound,76801,Radiology,8603,Private,28,4
Hospital 75,City 15,State 5,59543,"846 Main St, City 15, State 5",MRI,70551,Radiology,11836,Uninsured,25,2.6
Hospital 75,City 15,State 5,88366,"515 Main St, City 15, State 5",X-Ray,71020,Radiology,194,Medicare,28,3
Hospital 75,City 15,State 5,43440,"376 Main St, City 15, State 5",Blood Test,85025,Laboratory,15740,Uninsured,29,4.5
Hospital 75,City 15,State 5,79485,"525 Main St, City 15, State 5",Appendectomy,44950,Surgery,16144,Medicare,42,4.7
Hospital 75,City 15,State 5,70087,"199 Main St, City 15, State 5",CT Scan,71260,Radiology,580,Private,5,2.9
Hospital 75,City 15,State 5,52275,"992 Main St, City 15, State 5",Physical Exam,99386,General,225,Private,42,3.6
Hospital 75,City 15,State 5,90396,"405 Main St, City 15, State 5",Knee Replacement,27447,Orthopedics,140,Uninsured,15,4.6
Hospital 75,City 15,State 5,42691,"739 Main St, City 15, State 5",Cardiac Stress Test,93015,Cardiology,14192,Private,48,4.8
Hospital 75,City 15,State 5,76480,"930 Main St, City 15, State 5",Colonoscopy,45378,Gastroenterology,5215,Medicare,21,4.4
Hospital 75,City 15,State 5,55640,"150 Main St, City 15, State 5",Ultrasound,76801,Radiology,494,Private,37,3.2
Hospital 76,City 16,State 6,64381,"487 Main St, City 16, State 6",MRI,70551,Radiology,2608,Uninsured,44,4.6
Hospital 76,City 16,State 6,40576,"112 Main St, City 16, State 6",X-Ray,71020,Radiology,13214,Private,53,4.4
Hospital 76,City 16,State 6,47741,"386 Main St, City 16, State 6",Blood Test,85025,Laboratory,4174,Private,29,4
Hospital 76,City 16,State 6,55005,"292 Main St, City 16, State 6",Appendectomy,44950,Surgery,3318,Medicare,46,2.8
Hospital 76,City 16,State 6,74060,"864 Main St, City 16, State 6",CT Scan,71260,Radiology,14697,Medicare,18,2.9
Hospital 76,City 16,State 6,98360,"986 Main St, City 16, State 6",Physical Exam,99386,General,15108,Uninsured,14,4.2
Hospital 76,City 16,State 6,49744,"681 Main St, City 16, State 6",Knee Replacement,27447,Orthopedics,2116,Medicare,52,4.3
Hospital 76,City 16,State 6,10900,"255 Main St, City 16, State 6",Cardiac Stress Test,93015,Cardiology,10176,Private,36,4.6
Hospital 76,City 16,State 6,19035,"691 Main St, City 16, State 6",Colonoscopy,45378,Gastroenterology,17113,Private,9,2.9
Hospital 76,City 16,State 6,78204,"895 Main St, City 16, State 6",Ultrasound,76801,Radiology,7278,Private,41,4.1
Hospital 77,City 17,State 7,42652,"817 Main St, City 17, State 7",MRI,70551,Radiology,19490,Medicare,33,4.7
Hospital 77,City 17,State 7,80681,"618 Main St, City 17, State 7",X-Ray,71020,Radiology,6343,Medicare,39,4.7
Hospital 77,City 17,State 7,79004,"661 Main St, City 17, State 7",Blood Test,85025,Laboratory,10820,Medicare,52,3
Hospital 77,City 17,State 7,45784,"709 Main St, City 17, State 7",Appendectomy,44950,Surgery,16074,Uninsured,30,3.2
Hospital 77,City 17,State 7,48671,"699 Main St, City 17, State 7",CT Scan,71260,Radiology,19633,Uninsured,39,4.9
Hospital 77,City 17,State 7,18367,"509 Main St, City 17, State 7",Physical Exam,99386,General,6566,Private,25,2.5
Hospital 77,City 17,State 7,69308,"104 Main St, City 17, State 7",Knee Replacement,27447,Orthopedics,1518,Uninsured,21,4.1
Hospital 77,City 17,State 7,38884,"936 Main St, City 17, State 7",Cardiac Stress Test,93015,Cardiology,15536,Uninsured,59,4.7
Hospital 77,City 17,State 7,15542,"361 Main St, City 17, State 7",Colonoscopy,45378,Gastroenterology,346,Medicare,29,3.3
Hospital 77,City 17,State 7,80868,"664 Main St, City 17, State 7",Ultrasound,76801,Radiology,3175,Medicare,26,4.3
Hospital 78,City 18,State 8,44850,"758 Main St, City 18, State 8",MRI,70551,Radiology,18653,Medicare,26,3
Hospital 78,City 18,State 8,89884,"314 Main St, City 18, State 8",X-Ray,71020,Radiology,6566,Private,50,4.8
Hospital 78,City 18,State 8,95607,"558 Main St, City 18, State 8",Blood Test,85025,Laboratory,16390,Private,58,4.9
Hospital 78,City 18,State 8,36608,"136 Main St, City 18, State 8",Appendectomy,44950,Surgery,9875,Medicare,27,2.7
Hospital 78,City 18,State 8,30211,"430 Main St, City 18, State 8",CT Scan,71260,Radiology,4125,Private,11,3.8
Hospital 78,City 18,State 8,77312,"140 Main St, City 18, State 8",Physical Exam,99386,General,12280,Uninsured,8,4.5
Hospital 78,City 18,State 8,85309,"457 Main St, City 18, State 8",Knee Replacement,27447,Orthopedics,12812,Private,13,2.7
Hospital 78,City 18,State 8,19807,"586 Main St, City 18, State 8",Cardiac Stress Test,93015,Cardiology,6300,Private,55,3.5
Hospital 78,City 18,State 8,77010,"820 Main St, City 18, State 8",Colonoscopy,45378,Gastroenterology,15089,Medicare,52,3.1
Hospital 78,City 18,State 8,52586,"762 Main St, City 18, State 8",Ultrasound,76801,Radiology,9668,Medicare,8,4.5
Hospital 79,City 19,State 9,46548,"577 Main St, City 19, State 9",MRI,70551,Radiology,17156,Uninsured,16,4.8
Hospital 79,City 19,State 9,23095,"648 Main St, City 19, State 9",X-Ray,71020,Radiology,14026,Medicare,18,2.7
Hospital 79,City 19,State 9,77086,"672 Main St, City 19, State 9",Blood Test,85025,Laboratory,16519,Medicare,15,4
Hospital 79,City 19,State 9,29083,"816 Main St, City 19, State 9",Appendectomy,44950,Surgery,374,Private,32,2.7
Hospital 79,City 19,State 9,49265,"557 Main St, City 19, State 9",CT Scan,71260,Radiology,4872,Medicare,14,2.5
Hospital 79,City 19,State 9,91884,"236 Main St, City 19, State 9",Physical Exam,99386,General,7061,Private,18,3.2
Hospital 79,City 19,State 9,29336,"371 Main St, City 19, State 9",Knee Replacement,27447,Orthopedics,3192,Private,35,2.8
Hospital 79,City 19,State 9,86496,"946 Main St, City 19, State 9",Cardiac Stress Test,93015,Cardiology,5733,Private,34,3.4
Hospital 79,City 19,State 9,86574,"429 Main St, City 19, State 9",Colonoscopy,45378,Gastroenterology,4813,Uninsured,13,4.8
Hospital 79,City 19,State 9,68923,"788 Main St, City 19, State 9",Ultrasound,76801,Radiology,8624,Medicare,59,4
Hospital 80,City 20,State 10,85229,"380 Main St, City 20, State 10",MRI,70551,Radiology,13920,Private,52,2.7
Hospital 80,City 20,State 10,68073,"674 Main St, City 20, State 10",X-Ray,71020,Radiology,17364,Private,44,4.4
Hospital 80,City 20,State 10,70128,"392 Main St, City 20, State 10",Blood Test,85025,Laboratory,12019,Private,6,4.4
Hospital 80,City 20,State 10,98594,"268 Main St, City 20, State 10",Appendectomy,44950,Surgery,4598,Medicare,35,3.4
Hospital 80,City 20,State 10,42638,"960 Main St, City 20, State 10",CT Scan,71260,Radiology,9239,Medicare,44,4.2
Hospital 80,City 20,State 10,99248,"491 Main St, City 20, State 10",Physical Exam,99386,General,17941,Private,12,3.6
Hospital 80,City 20,State 10,29756,"890 Main St, City 20, State 10",Knee Replacement,27447,Orthopedics,13261,Private,17,4.2
Hospital 80,City 20,State 10,32499,"372 Main St, City 20, State 10",Cardiac Stress Test,93015,Cardiology,13054,Private,37,3.1
Hospital 80,City 20,State 10,12338,"442 Main St, City 20, State 10",Colonoscopy,45378,Gastroenterology,6599,Private,16,3.2
Hospital 80,City 20,State 10,74079,"141 Main St, City 20, State 10",Ultrasound,76801,Radiology,934,Medicare,18,3.7
Hospital 81,City 1,State 1,61231,"472 Main St, City 1, State 1",MRI,70551,Radiology,1285,Medicare,33,4.5
Hospital 81,City 1,State 1,82794,"271 Main St, City 1, State 1",X-Ray,71020,Radiology,5459,Private,19,4.1
Hospital 81,City 1,State 1,64865,"281 Main St, City 1, State 1",Blood Test,85025,Laboratory,11438,Uninsured,14,4.6
Hospital 81,City 1,State 1,43010,"417 Main St, City 1, State 1",Appendectomy,44950,Surgery,19911,Medicare,59,4.7
Hospital 81,City 1,State 1,10829,"234 Main St, City 1, State 1",CT Scan,71260,Radiology,5873,Medicare,36,3.7
Hospital 81,City 1,State 1,15857,"471 Main St, City 1, State 1",Physical Exam,99386,General,14707,Uninsured,38,4.1
Hospital 81,City 1,State 1,64946,"742 Main St, City 1, State 1",Knee Replacement,27447,Orthopedics,2350,Private,28,4.7
Hospital 81,City 1,State 1,91406,"487 Main St, City 1, State 1",Cardiac Stress Test,93015,Cardiology,12814,Uninsured,51,2.7
Hospital 81,City 1,State 1,43638,"433 Main St, City 1, State 1",Colonoscopy,45378,Gastroenterology,12682,Uninsured,7,3.4
Hospital 81,City 1,State 1,14122,"357 Main St, City 1, State 1",Ultrasound,76801,Radiology,10511,Medicare,47,4.8
Hospital 82,City 2,State 2,34314,"521 Main St, City 2, State 2",MRI,70551,Radiology,15152,Medicare,9,3.8
Hospital 82,City 2,State 2,85427,"277 Main St, City 2, State 2",X-Ray,71020,Radiology,10426,Medicare,48,4.9
Hospital 82,City 2,State 2,82882,"436 Main St, City 2, State 2",Blood Test,85025,Laboratory,11214,Uninsured,28,4.8
Hospital 82,City 2,State 2,63429,"598 Main St, City 2, State 2",Appendectomy,44950,Surgery,17367,Medicare,12,4.7
Hospital 82,City 2,State 2,39057,"680 Main St, City 2, State 2",CT Scan,71260,Radiology,12707,Uninsured,14,2.7
Hospital 82,City 2,State 2,64046,"132 Main St, City 2, State 2",Physical Exam,99386,General,6667,Medicare,14,4.9
Hospital 82,City 2,State 2,64863,"941 Main St, City 2, State 2",Knee Replacement,27447,Orthopedics,19113,Private,13,4
Hospital 82,City 2,State 2,11198,"167 Main St, City 2, State 2",Cardiac Stress Test,93015,Cardiology,12503,Medicare,50,4.5
Hospital 82,City 2,State 2,45762,"806 Main St, City 2, State 2",Colonoscopy,45378,Gastroenterology,1717,Uninsured,13,3.2
Hospital 82,City 2,State 2,70875,"756 Main St, City 2, State 2",Ultrasound,76801,Radiology,7656,Medicare,8,3.1
Hospital 83,City 3,State 3,98426,"868 Main St, City 3, State 3",MRI,70551,Radiology,10329,Uninsured,50,3.4
Hospital 83,City 3,State 3,92369,"887 Main St, City 3, State 3",X-Ray,71020,Radiology,9575,Medicare,23,4.2
Hospital 83,City 3,State 3,71095,"531 Main St, City 3, State 3",Blood Test,85025,Laboratory,7552,Uninsured,6,3.6
Hospital 83,City 3,State 3,24271,"232 Main St, City 3, State 3",Appendectomy,44950,Surgery,15789,Private,57,2.6
Hospital 83,City 3,State 3,33271,"616 Main St, City 3, State 3",CT Scan,71260,Radiology,433,Uninsured,46,2.6
Hospital 83,City 3,State 3,58895,"652 Main St, City 3, State 3",Physical Exam,99386,General,6282,Uninsured,36,4.7
Hospital 83,City 3,State 3,98745,"749 Main St, City 3, State 3",Knee Replacement,27447,Orthopedics,18881,Medicare,53,2.6
Hospital 83,City 3,State 3,22045,"633 Main St, City 3, State 3",Cardiac Stress Test,93015,Cardiology,19315,Uninsured,18,3.4
Hospital 83,City 3,State 3,84536,"894 Main St, City 3, State 3",Colonoscopy,45378,Gastroenterology,19550,Medicare,54,3.1
Hospital 83,City 3,State 3,47279,"217 Main St, City 3, State 3",Ultrasound,76801,Radiology,1075,Uninsured,8,3.6
Hospital 84,City 4,State 4,93059,"890 Main St, City 4, State 4",MRI,70551,Radiology,15912,Private,30,4.1
Hospital 84,City 4,State 4,63477,"259 Main St, City 4, State 4",X-Ray,71020,Radiology,11727,Medicare,24,4.3
Hospital 84,City 4,State 4,23540,"669 Main St, City 4, State 4",Blood Test,85025,Laboratory,19103,Private,19,2.8
Hospital 84,City 4,State 4,75062,"758 Main St, City 4, State 4",Appendectomy,44950,Surgery,2735,Private,9,3.9
Hospital 84,City 4,State 4,70719,"605 Main St, City 4, State 4",CT Scan,71260,Radiology,1397,Medicare,42,4.9
Hospital 84,City 4,State 4,10202,"286 Main St, City 4, State 4",Physical Exam,99386,General,17977,Private,45,4.4
Hospital 84,City 4,State 4,51685,"407 Main St, City 4, State 4",Knee Replacement,27447,Orthopedics,16639,Uninsured,42,4.2
Hospital 84,City 4,State 4,14160,"860 Main St, City 4, State 4",Cardiac Stress Test,93015,Cardiology,8313,Uninsured,32,4.2
Hospital 84,City 4,State 4,22344,"329 Main St, City 4, State 4",Colonoscopy,45378,Gastroenterology,414,Private,47,3.2
Hospital 84,City 4,State 4,15262,"871 Main St, City 4, State 4",Ultrasound,76801,Radiology,14536,Medicare,41,3.7
Hospital 85,City 5,State 5,97217,"299 Main St, City 5, State 5",MRI,70551,Radiology,6795,Uninsured,16,3.4
Hospital 85,City 5,State 5,34619,"667 Main St, City 5, State 5",X-Ray,71020,Radiology,4336,Private,6,2.8
Hospital 85,City 5,State 5,41264,"899 Main St, City 5, State 5",Blood Test,85025,Laboratory,11777,Medicare,34,2.7
Hospital 85,City 5,State 5,33617,"508 Main St, City 5, State 5",Appendectomy,44950,Surgery,4161,Private,8,3
Hospital 85,City 5,State 5,92520,"225 Main St, City 5, State 5",CT Scan,71260,Radiology,2322,Medicare,21,2.8
Hospital 85,City 5,State 5,85168,"755 Main St, City 5, State 5",Physical Exam,99386,General,11686,Medicare,23,5
Hospital 85,City 5,State 5,23630,"344 Main St, City 5, State 5",Knee Replacement,27447,Orthopedics,15662,Private,19,4.5
Hospital 85,City 5,State 5,73106,"516 Main St, City 5, State 5",Cardiac Stress Test,93015,Cardiology,9814,Private,37,4.5
Hospital 85,City 5,State 5,96693,"190 Main St, City 5, State 5",Colonoscopy,45378,Gastroenterology,1085,Private,45,3.8
Hospital 85,City 5,State 5,38468,"760 Main St, City 5, State 5",Ultrasound,76801,Radiology,19775,Medicare,15,2.7
Hospital 86,City 6,State 6,61558,"895 Main St, City 6, State 6",MRI,70551,Radiology,12325,Private,37,2.8
Hospital 86,City 6,State 6,50206,"411 Main St, City 6, State 6",X-Ray,71020,Radiology,878,Uninsured,56,3.4
Hospital 86,City 6,State 6,95841,"571 Main St, City 6, State 6",Blood Test,85025,Laboratory,3700,Medicare,35,4.2
Hospital 86,City 6,State 6,24277,"300 Main St, City 6, State 6",Appendectomy,44950,Surgery,10880,Private,11,4.7
Hospital 86,City 6,State 6,67951,"260 Main St, City 6, State 6",CT Scan,71260,Radiology,17355,Medicare,52,3.4
Hospital 86,City 6,State 6,83727,"600 Main St, City 6, State 6",Physical Exam,99386,General,1588,Medicare,22,4.8
Hospital 86,City 6,State 6,48186,"485 Main St, City 6, State 6",Knee Replacement,27447,Orthopedics,19037,Medicare,8,2.9
Hospital 86,City 6,State 6,68663,"861 Main St, City 6, State 6",Cardiac Stress Test,93015,Cardiology,19012,Uninsured,10,4
Hospital 86,City 6,State 6,38978,"196 Main St, City 6, State 6",Colonoscopy,45378,Gastroenterology,7593,Uninsured,37,2.8
Hospital 86,City 6,State 6,48125,"287 Main St, City 6, State 6",Ultrasound,76801,Radiology,18618,Medicare,34,4.5
Hospital 87,City 7,State 7,34998,"581 Main St, City 7, State 7",MRI,70551,Radiology,14022,Private,40,4.3
Hospital 87,City 7,State 7,49272,"664 Main St, City 7, State 7",X-Ray,71020,Radiology,14784,Uninsured,35,4.9
Hospital 87,City 7,State 7,50249,"466 Main St, City 7, State 7",Blood Test,85025,Laboratory,3579,Private,45,3.6
Hospital 87,City 7,State 7,16843,"124 Main St, City 7, State 7",Appendectomy,44950,Surgery,8536,Medicare,33,3.6
Hospital 87,City 7,State 7,74476,"879 Main St, City 7, State 7",CT Scan,71260,Radiology,4068,Medicare,52,2.5
Hospital 87,City 7,State 7,44196,"716 Main St, City 7, State 7",Physical Exam,99386,General,10780,Medicare,20,3.1
Hospital 87,City 7,State 7,86958,"776 Main St, City 7, State 7",Knee Replacement,27447,Orthopedics,755,Medicare,14,3.2
Hospital 87,City 7,State 7,59450,"393 Main St, City 7, State 7",Cardiac Stress Test,93015,Cardiology,5267,Uninsured,45,4.4
Hospital 87,City 7,State 7,41013,"480 Main St, City 7, State 7",Colonoscopy,45378,Gastroenterology,6401,Medicare,53,4.7
Hospital 87,City 7,State 7,67929,"729 Main St, City 7, State 7",Ultrasound,76801,Radiology,17526,Private,5,4.5
Hospital 88,City 8,State 8,31736,"350 Main St, City 8, State 8",MRI,70551,Radiology,13918,Medicare,31,4.8
Hospital 88,City 8,State 8,64709,"535 Main St, City 8, State 8",X-Ray,71020,Radiology,7912,Uninsured,18,4.7
Hospital 88,City 8,State 8,29989,"464 Main St, City 8, State 8",Blood Test,85025,Laboratory,19883,Uninsured,53,4.9
Hospital 88,City 8,State 8,99798,"152 Main St, City 8, State 8",Appendectomy,44950,Surgery,4614,Uninsured,39,2.6
Hospital 88,City 8,State 8,33505,"610 Main St, City 8, State 8",CT Scan,71260,Radiology,17674,Private,10,2.9
Hospital 88,City 8,State 8,11367,"366 Main St, City 8, State 8",Physical Exam,99386,General,3307,Private,8,3.1
Hospital 88,City 8,State 8,27223,"776 Main St, City 8, State 8",Knee Replacement,27447,Orthopedics,14793,Private,45,2.6
Hospital 88,City 8,State 8,97232,"287 Main St, City 8, State 8",Cardiac Stress Test,93015,Cardiology,13895,Uninsured,11,4.6
Hospital 88,City 8,State 8,66633,"291 Main St, City 8, State 8",Colonoscopy,45378,Gastroenterology,16387,Medicare,50,4.2
Hospital 88,City 8,State 8,70150,"342 Main St, City 8, State 8",Ultrasound,76801,Radiology,19033,Uninsured,16,2.7
Hospital 89,City 9,State 9,66495,"450 Main St, City 9, State 9",MRI,70551,Radiology,4404,Uninsured,25,3.1
Hospital 89,City 9,State 9,18159,"985 Main St, City 9, State 9",X-Ray,71020,Radiology,17524,Uninsured,29,3.4
Hospital 89,City 9,State 9,40986,"756 Main St, City 9, State 9",Blood Test,85025,Laboratory,6515,Medicare,30,3.5
Hospital 89,City 9,State 9,81217,"834 Main St, City 9, State 9",Appendectomy,44950,Surgery,12090,Private,26,2.5
Hospital 89,City 9,State 9,24690,"763 Main St, City 9, State 9",CT Scan,71260,Radiology,2338,Uninsured,7,4
Hospital 89,City 9,State 9,40642,"414 Main St, City 9, State 9",Physical Exam,99386,General,6388,Medicare,14,3.3
Hospital 89,City 9,State 9,33587,"964 Main St, City 9, State 9",Knee Replacement,27447,Orthopedics,19834,Uninsured,32,4.1
Hospital 89,City 9,State 9,39970,"597 Main St, City 9, State 9",Cardiac Stress Test,93015,Cardiology,10039,Private,37,4.2
Hospital 89,City 9,State 9,86115,"391 Main St, City 9, State 9",Colonoscopy,45378,Gastroenterology,1608,Private,48,5
Hospital 89,City 9,State 9,83878,"602 Main St, City 9, State 9",Ultrasound,76801,Radiology,16471,Uninsured,46,4.1
Hospital 90,City 10,State 10,90511,"202 Main St, City 10, State 10",MRI,70551,Radiology,13013,Uninsured,26,4.8
Hospital 90,City 10,State 10,56578,"920 Main St, City 10, State 10",X-Ray,71020,Radiology,12249,Medicare,7,4.6
Hospital 90,City 10,State 10,26800,"827 Main St, City 10, State 10",Blood Test,85025,Laboratory,15569,Private,10,3.9
Hospital 90,City 10,State 10,71609,"106 Main St, City 10, State 10",Appendectomy,44950,Surgery,5461,Uninsured,29,2.8
Hospital 90,City 10,State 10,52686,"647 Main St, City 10, State 10",CT Scan,71260,Radiology,18596,Uninsured,30,3.3
Hospital 90,City 10,State 10,75825,"460 Main St, City 10, State 10",Physical Exam,99386,General,3853,Uninsured,29,3.4
Hospital 90,City 10,State 10,69834,"246 Main St, City 10, State 10",Knee Replacement,27447,Orthopedics,9285,Private,12,3.8
Hospital 90,City 10,State 10,18748,"292 Main St, City 10, State 10",Cardiac Stress Test,93015,Cardiology,6726,Uninsured,55,4.9
Hospital 90,City 10,State 10,57576,"110 Main St, City 10, State 10",Colonoscopy,45378,Gastroenterology,2746,Uninsured,9,3.8
